person_id,body_id,body_name,member_type,title,start_date,end_date
5856,263,VENDING OVERSIGHT COMMITTEE,Member,Common Council Member,2024-02-13,2025-04-15
5856,3,PLAN COMMISSION,Member,Common Council Member,2024-05-07,2026-04-21
5856,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2024-05-07,2025-04-15
5856,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5856,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2025-05-06,2026-04-21
5794,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2023-04-18,2024-01-10
5794,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council or Resident Member,2023-04-18,2024-01-10
5794,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2023-04-18,2024-01-10
5794,263,VENDING OVERSIGHT COMMITTEE,Member,Common Council Member,2023-04-18,2024-01-10
5429,1347,TRANSPORTATION POLICY AND PLANNING BOARD - ended 3/2023,Member,Second Alternate,2019-09-03,2022-10-10
5429,1339,JOINT CAMPUS AREA COMMITTEE,Member,Transportation-Related City Committee Member,2019-12-03,2022-06-30
5429,1347,TRANSPORTATION POLICY AND PLANNING BOARD - ended 3/2023,Member,First Alternate,2022-10-11,2023-06-19
5429,1339,JOINT CAMPUS AREA COMMITTEE,Member,Transportation-Related City Committee Member,2023-02-07,2023-07-31
5429,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2025-04-15,2026-04-21
5429,291,SUSTAINABLE MADISON COMMITTEE,Member,Board of Public Works Representative,2025-04-15,2026-04-21
5429,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2025-05-06,2026-04-21
5875,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Resident Member,2024-01-23,2024-11-15
5875,319,CITY-COUNTY HOMELESS ISSUES COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5875,1384,HOUSING POLICY COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5875,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2025-05-06,2026-04-21
5875,1385,COMMUNITY RESOURCES COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
3591,44,DOWNTOWN COORDINATING COMMITTEE,Member,Permanent Resident of Downtown Area,2012-05-01,2018-01-19
3591,300,SOUTH CAPITOL DISTRICT PLANNING COMMITTEE (ended 2/9/2015),Member,Bassett District Chair or Designee,2013-03-13,2015-02-09
3591,311,AD HOC DOWNTOWN PUBLIC RESTROOM COMMITTEE (ended 5/2015),Member,CNI Representative,2014-05-21,2016-05-06
3591,44,DOWNTOWN COORDINATING COMMITTEE,Member,Resident Member,2018-10-02,2025-04-15
3591,319,CITY-COUNTY HOMELESS ISSUES COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
3591,44,DOWNTOWN COORDINATING COMMITTEE,Member,Common Council or Resident Member,2025-04-15,2026-04-21
3591,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council or Resident Member,2025-04-15,2026-04-21
3591,64,URBAN DESIGN COMMISSION,Member,Common Council Member,2025-04-15,2026-04-21
5851,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Resident Member,2023-11-07,2024-11-15
5851,44,DOWNTOWN COORDINATING COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5851,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 2 Alder,2025-04-15,2026-04-21
5851,114,MADISON'S CENTRAL BUSINESS IMPROVEMENT DISTRICT (BID) BOARD,Member,District 2 Alder,2025-04-15,2026-04-21
5851,1383,STATE STREET CAMPUS GARAGE/HAWTHORNE COURT PUBLIC ART AD HOC COMMITTEE,Member,District 2 Alder,2025-04-15,2026-04-21
5851,1348,TRANSPORTATION COMMISSION,Member,Common Council Member,2025-04-15,2026-04-21
5851,1384,HOUSING POLICY COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5964,1381,"CITY, COUNTY, SCHOOLS COLLABORATIVE COMMITTEE",Member,Common Council Member,2025-04-15,2026-04-21
5964,92,DISABILITY RIGHTS COMMISSION,Member,Common Council Member,2025-04-15,2026-04-21
5964,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5964,186,BOARD OF HEALTH FOR MADISON AND DANE COUNTY,Member,Common Council Member,2025-04-15,2026-04-21
5963,48,EQUAL OPPORTUNITIES COMMISSION,Member,Common Council Member,2025-04-15,2026-04-21
5963,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5963,1348,TRANSPORTATION COMMISSION,Member,Common Council Member,2025-04-15,2026-04-21
5965,5,ALCOHOL LICENSE REVIEW COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
5965,26,BOARD OF PARK COMMISSIONERS,Member,Common Council Member,2025-04-15,2026-04-21
5965,3,PLAN COMMISSION,Member,Common Council Member,2025-04-15,2026-04-21
